user_id,join_date,country,device_type,subscription_type
u390979,2021-11-26,MX,Windows,free
u285185,2023-12-03,FR,iPhone,free
u301815,2021-09-01,FR,Windows,enterprise
u294595,2020-06-21,CA,Windows,free
u527855,2021-01-21,UK,Android Tablet,premium
u499628,2020-11-05,DE,Android Phone,enterprise
u693790,2022-01-16,US,Windows,premium
u875144,2021-03-14,US,Android Tablet,basic
u992903,2021-04-01,IN,iPad,free
u237213,2021-03-09,JP,iPhone,basic
u844620,2022-05-05,MX,Android Phone,free
u342225,2022-04-13,FR,iPhone,basic
u469659,2023-09-14,DE,Android Tablet,free
u999869,2022-11-09,AU,Windows,premium
u936004,2020-04-13,UK,Windows,free
u412211,2020-07-31,FR,iPad,free
u544538,2021-05-18,AU,Mac,enterprise
u171423,2020-06-26,JP,Android Tablet,free
u639547,2022-05-12,UK,iPad,enterprise
u885916,2021-12-23,DE,Android Tablet,premium
u637572,2022-05-21,UK,iPad,basic
u745555,2023-08-29,IN,iPhone,basic
u073903,2021-03-22,IN,iPhone,enterprise
u885566,2021-10-13,CA,Mac,basic
u644743,2020-09-27,CA,iPad,enterprise
u071938,2022-02-15,CA,iPad,premium
u127963,2021-08-30,DE,Android Phone,enterprise
u452886,2021-09-24,UK,Mac,premium
u493455,2023-07-01,US,iPhone,free
u360119,2023-08-01,JP,Android Tablet,premium
u140938,2021-04-20,AU,Mac,free
u635232,2020-08-06,BR,Android Phone,basic
u606832,2021-10-11,JP,Android Tablet,enterprise
u102431,2022-08-15,AU,Windows,premium
u065865,2023-03-04,UK,Android Tablet,premium
u739826,2023-10-01,IN,iPad,enterprise
u326216,2022-09-06,MX,Android Tablet,basic
u925213,2020-04-07,FR,Android Tablet,premium
u977015,2022-08-27,FR,Mac,enterprise
u435334,2020-07-16,DE,Mac,premium
u414204,2023-11-06,JP,Android Tablet,enterprise
u181458,2021-02-13,DE,Android Phone,free
u323106,2023-01-06,IN,Android Phone,basic
u912051,2022-01-15,AU,iPad,enterprise
u828942,2023-05-04,FR,Android Phone,free
u037522,2022-01-19,JP,Windows,enterprise
u267995,2020-05-10,JP,Mac,basic
u075185,2022-07-25,FR,Android Tablet,basic
u672113,2020-07-28,FR,Windows,enterprise
u479360,2021-06-29,IN,Android Tablet,enterprise
u814611,2020-10-21,CA,Android Phone,enterprise
u912265,2022-06-24,US,iPhone,basic
u044457,2021-02-15,BR,Windows,premium
u892944,2020-03-31,UK,Windows,enterprise
u250757,2022-11-26,US,iPad,enterprise
u636701,2021-04-12,US,Android Tablet,premium
u732347,2021-02-22,IN,Android Tablet,enterprise
u191703,2020-08-16,IN,Android Tablet,basic
u072525,2020-10-12,UK,Android Tablet,basic
u570910,2020-08-15,BR,Android Tablet,free
u648267,2022-04-01,CA,iPad,enterprise
u430382,2021-11-09,US,Windows,free
u571159,2021-09-09,BR,Windows,basic
u317232,2021-12-02,AU,Android Phone,basic
u357098,2023-03-25,AU,Windows,free
u843335,2022-02-15,BR,Android Phone,free
u318222,2023-04-12,MX,iPad,basic
u572128,2020-10-31,MX,Windows,free
u162398,2021-06-17,BR,Android Phone,free
u728450,2022-06-10,UK,iPhone,basic
u743229,2022-08-27,FR,iPhone,enterprise
u439381,2020-08-28,UK,Android Phone,enterprise
u978060,2022-01-14,JP,Android Tablet,free
u712609,2020-09-04,FR,iPhone,free
u405804,2021-04-24,BR,Mac,basic
u415619,2021-03-23,CA,Windows,basic
u263294,2022-04-10,DE,iPad,free
u381360,2022-11-18,DE,iPad,premium
u817306,2020-11-06,MX,iPhone,enterprise
u115298,2020-09-06,BR,Windows,premium
u399005,2020-11-13,CA,Windows,enterprise
u740232,2023-09-25,US,Android Phone,free
u018674,2022-10-01,FR,Windows,basic
u254658,2021-11-18,UK,iPhone,premium
u974985,2023-12-01,US,iPhone,basic
u895390,2020-08-26,JP,Android Tablet,premium
u014642,2021-10-26,US,iPhone,free
u845176,2020-04-10,CA,Mac,premium
u349409,2021-10-05,CA,Mac,basic
u621382,2022-01-09,CA,Android Tablet,enterprise
u027326,2020-02-20,BR,Windows,enterprise
u620937,2020-09-25,FR,Windows,premium
u605981,2020-10-15,BR,Android Tablet,free
u103815,2021-12-20,JP,Android Tablet,basic
u263790,2021-08-09,UK,iPad,premium
u028579,2021-07-09,FR,Android Phone,enterprise
u594597,2023-11-29,FR,iPhone,free
u001464,2021-09-07,CA,Windows,enterprise
u402818,2021-12-01,CA,Android Tablet,basic
u500744,2023-05-13,MX,Mac,basic
u764190,2020-01-20,BR,iPad,basic
u468796,2021-03-07,DE,iPad,free
u906148,2021-08-10,AU,Android Phone,free
u872487,2021-04-17,UK,Mac,basic
u386003,2020-01-16,UK,iPad,free
u094085,2023-09-15,JP,Android Tablet,enterprise
u402119,2023-11-22,DE,Android Phone,basic
u391191,2020-01-13,MX,Android Phone,basic
u623605,2020-01-08,DE,Windows,free
u025822,2021-06-03,UK,iPhone,free
u185554,2021-10-10,IN,Mac,enterprise
u772689,2020-06-14,US,Windows,enterprise
u040479,2023-10-23,CA,Android Phone,enterprise
u749913,2020-03-03,AU,Android Phone,premium
u080737,2023-03-24,MX,iPhone,enterprise
u410059,2021-12-01,JP,iPad,enterprise
u247764,2021-01-16,UK,iPhone,basic
u762744,2023-12-08,DE,Android Phone,enterprise
u289236,2021-12-30,UK,Android Phone,free
u642424,2022-09-24,US,Windows,premium
u519989,2023-05-29,US,Android Tablet,enterprise
u360602,2022-03-27,JP,iPad,free
u530351,2022-02-04,CA,Android Tablet,free
u079858,2021-05-01,UK,Android Phone,enterprise
u112812,2023-07-27,CA,Android Phone,basic
u089702,2021-12-28,UK,iPad,premium
u123788,2021-04-24,FR,Mac,free
u159595,2021-01-07,US,Android Phone,premium
u251084,2020-02-05,AU,Android Phone,free
u696904,2022-08-09,AU,iPad,premium
u001988,2023-10-01,US,Mac,premium
u321096,2021-01-13,AU,Mac,basic
u678781,2022-12-02,DE,iPad,basic
u307699,2022-07-23,CA,iPad,enterprise
u782454,2021-08-01,UK,Windows,free
u910623,2022-11-11,US,iPad,premium
u442703,2020-02-29,FR,iPad,basic
u134682,2020-09-30,JP,Mac,free
u856568,2021-06-02,BR,Windows,premium
u507847,2022-08-05,CA,Windows,premium
u127011,2020-11-14,DE,Android Phone,free
u948926,2021-04-01,UK,Windows,premium
u134694,2021-03-26,DE,Android Phone,basic
u942226,2022-05-29,US,Android Phone,enterprise
u207948,2023-03-01,UK,Mac,premium
u874555,2023-10-29,MX,iPhone,basic
u868275,2022-02-22,BR,Android Tablet,premium
u602744,2021-12-26,US,Windows,free
u727162,2021-05-11,FR,Windows,basic
u182674,2023-04-13,AU,Android Tablet,basic
u084783,2022-03-16,IN,Windows,basic
u243625,2021-02-25,JP,Android Tablet,premium
u855301,2023-08-21,AU,Mac,basic
u176146,2023-06-11,DE,Android Tablet,enterprise
u966621,2022-08-27,IN,Android Tablet,enterprise
u205732,2022-01-04,CA,Android Tablet,enterprise
u848613,2023-06-18,IN,iPhone,enterprise
u262348,2021-03-11,US,iPad,premium
u836342,2023-03-30,JP,Android Phone,free
u317307,2020-01-04,UK,Windows,free
u263113,2021-08-16,UK,Mac,basic
u886365,2022-01-21,UK,iPhone,free
u437852,2022-05-05,UK,Windows,enterprise
u603932,2022-06-30,BR,iPad,enterprise
u340912,2021-10-02,JP,iPhone,free
u392809,2020-09-25,FR,iPad,premium
u271148,2023-04-18,DE,Android Phone,premium
u715165,2021-01-03,UK,iPad,free
u297223,2023-02-19,AU,Android Tablet,premium
u015224,2023-09-11,IN,iPad,enterprise
u371604,2020-08-14,US,Mac,enterprise
u041076,2021-05-15,FR,Android Tablet,basic
u425210,2020-10-28,IN,Android Phone,basic
u166504,2020-08-28,MX,Mac,basic
u458208,2021-11-01,MX,iPad,free
u049072,2021-09-03,JP,iPad,premium
u000184,2023-09-03,UK,Android Phone,basic
u926169,2023-03-16,CA,Mac,basic
u020013,2022-02-27,DE,Android Phone,enterprise
u316495,2021-03-22,MX,Windows,enterprise
u499402,2022-06-23,IN,iPhone,basic
u257425,2023-04-10,UK,Windows,basic
u287367,2023-05-31,FR,Android Phone,free
u979618,2020-11-18,US,Android Phone,basic
u187939,2021-07-24,BR,iPhone,premium
u637900,2021-05-29,UK,iPad,enterprise
u233974,2023-10-18,FR,Windows,enterprise
u037660,2022-01-13,JP,Android Tablet,premium
u177218,2023-08-12,JP,Windows,enterprise
u870873,2021-04-28,UK,Windows,free
u245892,2023-08-23,US,Android Phone,enterprise
u563458,2023-12-22,UK,Mac,basic
u127307,2023-07-13,US,iPad,premium
u535649,2021-05-29,MX,Mac,basic
u381489,2022-02-24,BR,Android Tablet,enterprise
u438108,2022-05-21,JP,iPad,enterprise
u264320,2022-08-23,AU,Android Phone,basic
u619451,2023-01-30,BR,Android Phone,enterprise
u239136,2022-11-14,UK,Windows,premium
u848469,2022-07-24,MX,Android Tablet,basic
u712766,2020-07-04,DE,iPad,premium
u272269,2020-10-25,CA,iPad,enterprise
u656003,2020-03-09,AU,Mac,premium
u484835,2023-03-28,FR,Windows,basic
u522670,2023-03-16,JP,Android Tablet,premium
u659949,2021-08-27,MX,iPhone,free
u971831,2020-09-24,BR,Android Phone,premium
u923834,2022-03-29,MX,Android Phone,enterprise
u284437,2023-10-22,DE,iPhone,premium
u121954,2021-06-22,FR,Mac,enterprise
u668527,2021-03-10,FR,iPhone,enterprise
u890743,2021-06-24,CA,iPad,enterprise
u087680,2022-05-10,UK,iPad,premium
u746975,2023-02-28,US,Android Tablet,enterprise
u474924,2023-01-14,UK,Android Tablet,premium
u412706,2022-06-02,IN,iPad,enterprise
u177262,2023-11-21,BR,Windows,enterprise
u142247,2023-11-03,JP,Android Tablet,free
u378225,2020-04-22,FR,Android Tablet,basic
u841506,2023-09-15,US,Windows,enterprise
u312316,2021-10-13,IN,Android Phone,enterprise
u049245,2020-11-12,AU,Android Phone,free
u888040,2023-12-07,DE,Android Phone,free
u616914,2020-11-09,US,Windows,premium
u783196,2021-11-07,JP,Windows,premium
u474298,2022-11-19,AU,Windows,basic
u101339,2021-09-30,US,Windows,free
u532330,2022-07-22,JP,Windows,basic
u711463,2021-02-28,US,iPad,basic
u576533,2021-03-12,MX,Mac,basic
u778300,2021-09-08,MX,iPad,enterprise
u474643,2022-04-15,FR,Android Tablet,enterprise
u489096,2022-01-09,FR,Android Phone,enterprise
u389875,2023-05-19,MX,Mac,free
u950202,2020-04-23,US,Mac,basic
u935028,2023-11-26,UK,iPhone,enterprise
u439234,2021-07-21,BR,Windows,enterprise
u382574,2021-07-05,AU,Android Tablet,free
u368767,2022-01-04,AU,Android Tablet,free
u483764,2022-04-14,JP,iPad,basic
u497257,2023-05-02,MX,iPad,premium
u786157,2021-07-09,JP,iPhone,enterprise
u175147,2020-08-07,FR,Android Tablet,enterprise
u962208,2020-03-15,US,iPhone,enterprise
u007641,2023-06-11,MX,Android Tablet,enterprise
u611301,2020-06-19,JP,Android Phone,enterprise
u788497,2021-11-14,DE,Android Phone,basic
u498583,2020-07-04,US,iPhone,enterprise
u243963,2021-11-23,JP,Mac,enterprise
u785109,2022-06-25,DE,Mac,premium
u601242,2020-04-28,IN,iPad,free
u097061,2023-11-28,JP,Mac,enterprise
u353606,2020-11-12,CA,Android Phone,enterprise
u631023,2021-12-23,BR,Android Tablet,free
u523298,2022-02-16,UK,Windows,premium
u255128,2022-04-08,IN,iPad,premium
u541597,2020-02-09,FR,iPhone,enterprise
u084860,2023-08-10,US,Android Phone,enterprise
u080283,2021-07-28,US,Android Tablet,basic
u084173,2021-04-21,IN,iPhone,premium
u293633,2023-04-04,US,Windows,premium
u607116,2023-07-16,IN,Mac,free
u284756,2020-10-04,CA,Mac,enterprise
u118995,2022-07-05,IN,Android Phone,enterprise
u372256,2020-06-19,CA,iPad,basic
u939461,2021-04-05,DE,Android Tablet,enterprise
u035894,2021-03-01,AU,Android Phone,premium
u019835,2023-07-11,UK,Windows,free
u608388,2021-10-30,AU,iPad,premium
u169314,2021-08-06,US,Android Tablet,enterprise
u104321,2020-04-12,UK,Windows,basic
u195866,2022-04-05,UK,Android Phone,premium
u624264,2021-05-07,JP,Android Tablet,enterprise
u054257,2021-10-21,JP,Mac,enterprise
u009588,2020-08-12,AU,Android Phone,enterprise
u975174,2020-09-26,US,iPhone,basic
u532275,2022-01-25,UK,Windows,free
u996310,2021-09-24,FR,iPhone,basic
u228608,2021-05-27,BR,iPad,premium
u434931,2022-11-23,FR,Windows,premium
u774543,2023-08-21,JP,Android Tablet,free
u187673,2020-10-17,FR,Mac,basic
u737979,2022-05-19,MX,Windows,free
u671035,2021-08-14,DE,Windows,premium
u520949,2021-12-04,MX,Android Tablet,premium
u297512,2022-04-27,US,Android Tablet,basic
u219282,2023-11-16,MX,Mac,free
u154389,2020-10-16,MX,iPad,enterprise
u686942,2020-07-04,US,Windows,enterprise
u539247,2022-08-26,AU,iPhone,premium
u381944,2021-04-20,IN,Windows,free
u959041,2023-01-02,CA,iPad,basic
u413190,2022-03-11,US,iPhone,free
u444713,2021-02-04,MX,Android Phone,free
u180603,2022-09-21,AU,Android Tablet,premium
u348942,2020-03-06,UK,Windows,enterprise
u033617,2023-05-22,IN,Android Tablet,free
u985220,2022-05-05,IN,Windows,enterprise
u036004,2023-01-21,CA,Android Tablet,premium
u701690,2023-11-02,FR,iPhone,basic
u363822,2020-05-05,DE,Android Phone,premium
u988670,2023-01-28,JP,Windows,enterprise
u271849,2023-12-15,JP,Android Tablet,enterprise
u318046,2023-02-08,IN,iPhone,premium
u820394,2022-12-01,BR,iPad,enterprise
u624697,2021-04-22,AU,Windows,enterprise
u187588,2020-07-20,FR,Android Tablet,premium
u021630,2022-02-20,JP,iPhone,free
u553675,2022-09-03,MX,Windows,enterprise
u179725,2021-04-07,IN,Windows,enterprise
u708550,2020-10-18,UK,Mac,enterprise
u834381,2021-04-07,DE,iPad,enterprise
u382119,2021-08-05,JP,Windows,free
u163400,2020-02-05,IN,iPad,premium
u271612,2022-06-22,JP,Android Tablet,premium
u738448,2023-09-14,US,Windows,basic
u730807,2023-08-30,IN,Android Tablet,basic
u292924,2023-12-18,MX,iPad,basic
u476366,2023-12-10,UK,iPad,premium
u066227,2023-08-31,CA,Windows,free
u133422,2023-10-17,US,iPhone,basic
u562899,2020-04-29,US,Mac,free
u614054,2023-08-01,MX,Android Tablet,premium
u748155,2020-03-21,AU,iPad,enterprise
u830790,2022-11-26,IN,Windows,free
u055331,2022-06-18,AU,Android Tablet,premium
u789577,2021-05-05,BR,Windows,enterprise
u655326,2022-12-30,FR,Windows,enterprise
u401636,2023-01-19,BR,Android Tablet,basic
u221895,2020-04-05,IN,Windows,enterprise
u529435,2022-05-26,DE,iPhone,free
u788656,2020-02-12,DE,iPad,enterprise
u213701,2022-07-11,CA,Android Phone,enterprise
u912898,2022-06-10,CA,Android Phone,premium
u019629,2022-05-15,FR,Android Tablet,enterprise
u538636,2020-12-27,MX,Android Phone,enterprise
u303428,2022-09-07,BR,Mac,free
u260573,2022-12-24,IN,iPad,premium
u877134,2020-11-30,AU,iPhone,premium
u851207,2022-07-06,US,iPhone,premium
u786921,2021-06-24,MX,Android Phone,basic
u000448,2020-11-04,UK,Windows,basic
u681933,2022-06-24,JP,Android Phone,enterprise
u482862,2023-04-23,MX,iPad,free
u988544,2021-04-13,UK,Windows,basic
u511739,2020-05-18,US,Windows,basic
u994547,2020-12-28,CA,iPad,enterprise
u400943,2023-11-15,FR,Mac,premium
u749728,2022-01-14,DE,Android Phone,basic
u609181,2023-05-04,JP,iPad,premium
u934450,2020-01-25,BR,Mac,premium
u498195,2021-03-23,US,iPhone,premium
u746701,2022-08-09,IN,iPad,basic
u125590,2020-08-04,JP,Android Phone,basic
u414199,2022-08-08,US,Mac,free
u154209,2023-06-11,CA,Android Phone,premium
u814938,2021-11-30,IN,Windows,enterprise
u983981,2022-03-18,AU,iPad,basic
u343248,2023-06-21,BR,Mac,premium
u873955,2020-09-29,MX,Mac,enterprise
u292431,2020-03-26,JP,Mac,premium
u088234,2022-11-07,IN,iPad,enterprise
u379277,2021-02-03,MX,Mac,basic
u503020,2020-05-31,UK,iPad,basic
u974483,2020-01-19,AU,Mac,premium
u889606,2020-09-30,CA,iPad,enterprise
u558589,2021-03-10,BR,Windows,free
u666644,2023-01-15,JP,Android Tablet,enterprise
u137356,2023-03-28,CA,iPad,enterprise
u230837,2023-02-11,CA,Mac,free
u483314,2021-11-14,CA,Android Phone,premium
u294453,2020-01-12,CA,iPad,enterprise
u452027,2022-12-03,FR,iPad,basic
u150650,2023-08-02,DE,Windows,free
u214811,2020-03-20,DE,Mac,basic
u431001,2023-09-17,DE,Android Phone,free
u782047,2023-02-04,US,Android Phone,basic
u084488,2022-04-18,AU,iPad,free
u216818,2020-08-02,JP,Mac,free
u817399,2023-03-13,CA,Mac,enterprise
u414510,2022-08-15,JP,iPad,premium
u200898,2023-08-11,AU,iPad,enterprise
u800422,2021-12-03,UK,Windows,free
u608118,2023-08-22,DE,Mac,basic
u826277,2021-03-04,AU,Android Phone,enterprise
u589058,2022-02-12,AU,Mac,free
u646649,2022-07-18,US,Android Tablet,premium
u231822,2020-06-16,FR,Android Tablet,basic
u395381,2021-03-11,JP,Android Phone,premium
u618157,2020-04-13,UK,iPhone,enterprise
u800212,2020-06-20,JP,Android Tablet,premium
u705743,2022-01-03,UK,iPhone,enterprise
u516933,2020-05-24,AU,Android Phone,free
u676944,2021-02-20,DE,iPhone,premium
u091622,2022-04-24,DE,Windows,premium
u490099,2023-06-24,DE,Android Tablet,basic
u356803,2020-07-22,FR,Windows,basic
u234212,2021-04-20,AU,Android Phone,enterprise
u664595,2020-07-12,IN,Android Phone,enterprise
u759795,2020-05-25,IN,Windows,free
u727944,2021-04-12,UK,iPhone,enterprise
u378894,2021-01-30,DE,iPad,basic
u323736,2023-10-18,DE,iPad,premium
u284812,2021-02-24,MX,Mac,free
u869231,2020-10-12,CA,iPhone,basic
u318005,2020-12-31,US,Android Tablet,basic
u975252,2020-09-05,US,iPhone,basic
u761807,2023-03-02,DE,iPad,enterprise
u120292,2022-05-11,AU,Mac,premium
u844324,2022-04-29,DE,iPhone,free
u554410,2023-05-23,US,Android Phone,enterprise
u559901,2023-05-14,BR,Mac,free
u721650,2023-09-19,IN,Mac,enterprise
u678528,2020-06-17,FR,Android Tablet,basic
u796909,2023-01-24,BR,iPad,basic
u943778,2020-02-01,MX,Mac,free
u219115,2020-10-11,FR,Android Phone,basic
u200808,2020-10-16,BR,Mac,premium
u522159,2022-04-08,DE,Mac,enterprise
u593804,2021-08-10,JP,Mac,enterprise
u798715,2021-10-08,DE,Android Phone,enterprise
u379693,2021-08-05,FR,iPhone,premium
u288038,2023-03-29,FR,iPad,basic
u679732,2020-01-27,MX,Mac,premium
u050231,2023-11-20,IN,iPad,enterprise
u807023,2021-12-04,MX,iPhone,free
u635800,2023-11-11,AU,Android Phone,basic
u178825,2022-05-08,JP,Android Tablet,premium
u776017,2021-11-13,FR,Windows,free
u980971,2023-10-26,FR,Windows,basic
u072176,2021-11-16,CA,Windows,enterprise
u555001,2020-04-20,DE,Android Phone,enterprise
u589861,2021-12-20,IN,Windows,basic
u867960,2023-01-09,AU,Mac,enterprise
u622761,2020-12-28,US,Android Tablet,basic
u159941,2023-03-25,JP,Windows,premium
u521344,2023-10-19,JP,Windows,free
u839109,2022-04-20,US,iPhone,enterprise
u306448,2021-01-05,AU,Android Tablet,premium
u104134,2021-12-23,UK,Android Tablet,basic
u669989,2020-02-10,FR,iPhone,enterprise
u029746,2022-06-18,FR,Windows,free
u898517,2023-07-13,CA,Mac,premium
u628121,2020-07-24,DE,Android Phone,free
u272826,2021-08-03,JP,iPad,basic
u057905,2020-04-23,AU,iPhone,premium
u843645,2020-11-07,IN,Android Tablet,basic
u329361,2022-09-27,FR,iPhone,basic
u965452,2021-05-22,IN,Android Phone,enterprise
u158300,2021-12-04,BR,iPad,free
u485534,2021-05-09,JP,Windows,free
u020821,2021-11-06,DE,Mac,basic
u374004,2020-08-24,FR,Android Tablet,premium
u321229,2020-06-15,UK,iPhone,premium
u255610,2023-10-18,IN,iPad,free
u904334,2022-08-15,MX,Mac,basic
u352519,2020-06-09,AU,Mac,premium
u116865,2020-05-19,UK,Android Phone,basic
u435506,2020-06-27,IN,iPad,enterprise
u366280,2023-06-26,FR,iPad,premium
u903996,2023-12-28,BR,Windows,enterprise
u762611,2021-10-04,MX,Windows,basic
u899783,2023-07-18,DE,Windows,premium
u913655,2023-07-30,CA,Android Phone,enterprise
u845373,2020-01-24,JP,Mac,enterprise
u085624,2020-02-24,AU,Android Tablet,premium
u043960,2021-08-20,AU,Android Phone,basic
u888436,2020-08-03,CA,iPad,enterprise
u544497,2023-05-01,US,iPhone,free
u416842,2020-11-07,AU,Android Tablet,premium
u139539,2021-04-15,CA,iPhone,enterprise
u957463,2023-12-01,US,iPad,premium
u315715,2021-12-26,FR,Android Phone,free
u629345,2021-06-28,DE,Android Phone,enterprise
u262815,2022-04-01,BR,Mac,basic
u512442,2022-05-22,JP,Mac,free
u864351,2021-08-24,IN,Android Phone,basic
u291143,2022-05-21,CA,Windows,enterprise
u235041,2022-06-07,BR,iPad,basic
u673814,2021-08-01,CA,Windows,basic
u437201,2023-04-01,BR,Mac,premium
u810216,2022-08-07,DE,Mac,enterprise
u684832,2023-02-03,FR,iPhone,basic
u147282,2022-12-29,FR,Mac,enterprise
u254102,2020-04-26,JP,Windows,basic
u714372,2020-04-15,BR,Android Phone,premium
u359808,2022-02-20,DE,Android Phone,enterprise
u606213,2021-07-30,US,iPhone,free
u437640,2022-10-29,DE,Windows,basic
u859232,2023-09-02,CA,Windows,basic
u744538,2023-09-22,FR,Mac,enterprise
u495643,2021-03-12,BR,Mac,enterprise
u190634,2023-03-05,US,Windows,premium
u910043,2023-01-14,CA,iPhone,basic
u746524,2023-08-04,AU,iPad,enterprise
u816818,2022-06-22,JP,Windows,enterprise
u011292,2022-09-24,JP,Android Tablet,enterprise
u271175,2023-04-16,IN,iPhone,basic
u744067,2020-05-13,BR,iPhone,free
u300429,2021-01-30,JP,Windows,basic
u012900,2023-01-19,US,Android Phone,enterprise
u022104,2021-11-17,MX,iPad,premium
u152857,2022-09-09,CA,iPad,free
u410667,2020-01-12,UK,Mac,premium
u025410,2022-09-26,FR,Android Tablet,enterprise
u853023,2023-10-24,FR,Windows,premium
u203196,2023-07-25,UK,Windows,premium
u580404,2022-09-04,DE,Mac,free
u167275,2021-02-26,AU,iPad,free
u757933,2022-10-23,CA,iPad,premium
u930234,2023-01-29,IN,Mac,basic
u014159,2021-02-09,BR,Windows,free
u976887,2020-02-11,BR,Windows,free
u409854,2023-03-24,AU,Android Phone,enterprise
u305903,2023-07-09,MX,Windows,free
u592454,2020-11-11,IN,Android Phone,basic
u813662,2022-12-10,US,iPhone,enterprise
u414361,2023-09-01,CA,iPad,premium
u342958,2023-04-09,DE,Mac,basic
u005160,2021-06-16,US,Mac,enterprise
u149550,2021-12-02,FR,Mac,basic
u315326,2023-04-12,UK,iPhone,basic
u571689,2023-12-08,DE,iPhone,premium
u404397,2020-08-05,AU,iPad,basic
u341297,2023-03-22,CA,iPad,enterprise
u460405,2023-11-02,JP,Android Tablet,free
u864534,2022-02-21,MX,iPhone,basic
u766419,2023-02-15,BR,Mac,free
u476594,2023-03-30,IN,Windows,free
u986363,2021-02-28,JP,iPhone,enterprise
u501451,2020-05-19,DE,Android Phone,enterprise
u538621,2023-03-10,UK,Android Tablet,basic
u385994,2021-04-09,JP,iPad,free
u795374,2021-07-02,IN,iPad,basic
u472232,2021-11-10,FR,iPhone,basic
u234176,2021-08-20,JP,Android Tablet,enterprise
u503279,2023-05-23,IN,Windows,premium
u890145,2022-01-20,DE,Windows,premium
u694830,2020-05-20,CA,iPhone,premium
u377946,2023-10-25,IN,Mac,premium
u662330,2022-11-17,MX,Windows,basic
u225847,2021-11-25,IN,iPhone,enterprise
u297072,2020-04-29,JP,Android Phone,premium
u022845,2020-07-03,AU,iPhone,free
u458288,2022-10-28,US,Android Tablet,premium
u758320,2023-12-28,CA,Windows,basic
u393755,2021-09-27,DE,iPhone,premium
u694462,2021-01-16,AU,iPad,free
u197065,2020-01-24,US,Android Tablet,enterprise
u669703,2023-05-27,BR,iPad,free
u098340,2021-03-13,DE,Mac,basic
u213180,2022-03-26,CA,iPad,basic
u370350,2023-12-24,AU,iPad,premium
u641265,2023-06-11,IN,Mac,basic
u547440,2020-01-15,AU,Windows,enterprise
u674381,2021-04-06,US,iPhone,basic
u281139,2023-07-16,US,Windows,free
u378853,2020-09-21,DE,iPad,free
u921525,2022-05-15,FR,iPad,enterprise
u453907,2023-11-25,IN,iPad,enterprise
u803233,2021-05-09,DE,Mac,basic
u139038,2021-08-19,FR,Mac,enterprise
u467962,2022-12-29,AU,Mac,premium
u097424,2023-08-02,BR,Windows,free
u964838,2021-05-28,BR,Android Phone,free
u311705,2020-06-30,AU,Android Tablet,enterprise
u516386,2020-11-08,AU,Mac,premium
u311397,2022-04-22,CA,Mac,enterprise
u073056,2020-01-30,IN,iPhone,premium
u298614,2021-01-14,AU,Windows,basic
u346538,2023-08-12,AU,iPad,enterprise
u030169,2020-10-09,IN,Android Tablet,free
u317944,2023-11-05,UK,Android Phone,free
u920603,2023-10-19,IN,Android Phone,enterprise
u424577,2021-10-21,JP,Mac,premium
u467484,2020-10-25,IN,iPad,premium
u099704,2021-01-01,IN,Android Tablet,enterprise
u383696,2020-03-15,MX,Windows,free
u047840,2021-06-04,MX,iPhone,enterprise
u268141,2022-11-22,MX,Mac,enterprise
u741290,2020-05-01,FR,iPhone,basic
u904772,2021-10-20,DE,iPad,enterprise
u083068,2022-03-15,UK,Windows,enterprise
u945230,2021-10-02,DE,iPhone,enterprise
u144434,2023-04-26,JP,iPhone,basic
u384552,2020-09-10,AU,iPad,basic
u223775,2022-08-15,DE,Android Tablet,enterprise
u867241,2021-11-06,MX,Android Phone,basic
u592305,2023-01-09,BR,Android Tablet,premium
u367865,2021-07-25,UK,Mac,enterprise
u330905,2023-09-27,IN,Windows,premium
u815500,2020-07-25,US,iPhone,premium
u675000,2023-03-08,JP,Android Tablet,enterprise
u122016,2021-02-06,AU,Windows,premium
u512769,2021-07-01,AU,iPad,enterprise
u758822,2020-02-01,UK,Android Tablet,basic
u197166,2020-07-18,US,iPad,free
u830858,2022-01-09,BR,Android Phone,enterprise
u504678,2020-03-28,UK,iPhone,enterprise
u480506,2022-12-10,FR,Android Tablet,basic
u172214,2023-01-03,IN,Android Phone,premium
u462489,2023-08-29,BR,Android Phone,free
u943027,2023-05-03,DE,iPhone,premium
u351380,2023-07-06,CA,Mac,free
u457988,2023-07-06,UK,iPhone,free
u134594,2023-04-18,JP,Android Tablet,basic
u098930,2020-12-16,DE,Android Phone,enterprise
u132101,2023-09-13,IN,Android Phone,basic
u763818,2020-05-06,JP,Windows,premium
u016086,2022-07-29,JP,Android Tablet,enterprise
u341447,2021-11-26,US,Android Phone,premium
u356036,2022-06-11,MX,Mac,free
u593996,2023-09-06,BR,Android Phone,premium
u526648,2020-08-21,MX,Windows,premium
u542217,2022-08-16,DE,Mac,enterprise
u694710,2022-02-20,US,iPad,free
u777335,2020-08-13,JP,Android Tablet,premium
u763133,2023-02-07,AU,Windows,enterprise
u000570,2022-04-11,UK,Android Phone,free
u919518,2023-11-23,FR,Android Phone,premium
u511321,2020-10-25,IN,iPad,enterprise
u454831,2022-10-19,BR,Mac,free
u286913,2021-01-27,CA,Windows,basic
u807312,2021-12-29,UK,Android Phone,free
u215933,2023-10-21,BR,iPad,free
u520950,2020-04-03,US,Android Phone,premium
u644452,2023-05-20,BR,iPad,free
u886096,2023-07-10,AU,iPad,basic
